song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,audio_valence
What Do You See (feat. Jack Freeman),27,211506,0.409,0.687,0.8290000000000001,0.0,0.1969999999999999,-4.299,0.31,84.064,0.302
4 Lit,53,203833,0.0414,0.812,0.402,0.0,0.0998,-6.593999999999999,0.0697,85.044,0.261
Free Smoke,69,218673,0.0621,0.617,0.492,0.0,0.484,-7.587999999999999,0.4479999999999999,141.953,0.208
BUTTERFLY EFFECT,60,190677,0.0714,0.763,0.598,0.0,0.1119999999999999,-6.865,0.0539,140.987,0.182
PRBLMS,7,246773,0.0303,0.672,0.574,2.02e-06,0.18,-4.663,0.0993,103.019,0.106
Champions,73,334253,0.0661,0.695,0.777,0.0,0.8740000000000001,-2.452,0.0817,135.01,0.36
Ghetto Experiment (feat. Rich Andruws),19,240000,0.476,0.5579999999999999,0.693,0.0,0.133,-7.262,0.1939999999999999,117.047,0.6809999999999999
No Problem (feat. Lil Wayne & 2 Chainz),77,304606,0.156,0.652,0.795,0.0,0.123,-5.192,0.174,135.018,0.7879999999999999
White Iverson,83,256533,0.233,0.675,0.562,0.0,0.0816,-7.678,0.0352,130.09799999999998,0.309
Run Me Dry,74,169266,0.3929999999999999,0.6459999999999999,0.7559999999999999,3.229999999999999e-05,0.2019999999999999,-9.017,0.487,193.881,0.596
"Ball Like This (feat. Future, Wiz Khalifa & Kid Ink)",49,221857,0.0664,0.736,0.597,2.15e-06,0.0957,-6.002999999999999,0.148,137.048,0.4029999999999999
White Dress,46,223286,0.00467,0.6409999999999999,0.833,0.0,0.352,-4.597,0.108,130.005,0.135
Middle Man / Mr. Mister,40,412853,0.217,0.643,0.723,1.23e-05,0.114,-6.751,0.0937,131.013,0.0916
DNA.,83,185946,0.00454,0.638,0.523,0.0,0.0842,-6.664,0.357,139.91299999999998,0.422
Three Sixteens,32,285400,0.0313,0.6579999999999999,0.901,0.0,0.3,-5.28,0.1989999999999999,82.042,0.4479999999999999
Gamble,52,162246,0.1939999999999999,0.6679999999999999,0.7040000000000001,0.0,0.381,-5.479,0.166,158.025,0.5489999999999999
Litty (feat. Tory Lanez),69,280615,0.0451,0.5920000000000001,0.701,0.0,0.327,-4.013999999999999,0.0858,129.501,0.282
Skateboard P (feat. Big Sean),75,242306,0.0371,0.831,0.47,0.0,0.144,-7.48,0.425,75.47399999999999,0.3389999999999999
Good Drank,68,222706,0.2739999999999999,0.836,0.7759999999999999,0.0,0.113,-0.804,0.239,130.033,0.37
Everyday We Lit (feat. PnB Rock),72,197170,0.128,0.758,0.6459999999999999,0.0,0.0778,-4.7010000000000005,0.1119999999999999,155.955,0.589
Both (feat. Drake),76,190311,0.119,0.85,0.405,0.000118,0.0707,-7.508999999999999,0.225,139.976,0.344
Don't Get Too High,59,209040,0.0148,0.88,0.495,1.47e-06,0.121,-3.4760000000000004,0.0681,124.055,0.47
HUMBLE. - SKRILLEX REMIX,78,156800,0.00778,0.898,0.935,3.63e-05,0.217,-2.744,0.291,150.016,0.884
Back To Back,71,170637,0.00898,0.635,0.472,0.0,0.1169999999999999,-3.869,0.511,174.00799999999998,0.373
KOD,81,191436,0.21,0.831,0.782,0.0,0.113,-6.274,0.15,141.869,0.1989999999999999
Last Breath,63,239800,0.431,0.675,0.758,0.0017699999999999,0.377,-4.589,0.0368,89.98200000000001,0.152
No Limit,81,245386,0.0117,0.838,0.7709999999999999,0.0,0.0853,-3.791,0.244,175.957,0.405
ATM,77,216726,0.115,0.7190000000000001,0.497,0.0,0.0898,-7.661,0.6809999999999999,81.65100000000001,0.345
Forever,71,357346,0.244,0.544,0.92,0.0,0.19,-1.474,0.2769999999999999,105.307,0.519
G.O.M.D.,77,301133,0.331,0.889,0.3929999999999999,8.67e-06,0.283,-10.821,0.267,128.065,0.304
DNA.,83,185946,0.00454,0.638,0.523,0.0,0.0842,-6.664,0.357,139.91299999999998,0.422
Plain Jane,83,173600,0.0651,0.797,0.8440000000000001,0.0,0.087,-5.482,0.275,170.142,0.52
Calm Down,70,127426,0.000175,0.537,0.624,2.2e-06,0.1159999999999999,-8.794,0.325,102.315,0.409
Cinderella Man,74,279013,0.2339999999999999,0.679,0.908,0.0,0.0821,-3.411,0.2019999999999999,85.91799999999999,0.687
Jumpman,79,205879,0.0563,0.852,0.5529999999999999,0.0,0.332,-7.286,0.187,142.072,0.6559999999999999
1985 - Intro to “The Fall Off”,75,190176,0.147,0.6779999999999999,0.648,0.0,0.182,-5.892,0.445,94.336,0.635
Champions,73,334253,0.0661,0.695,0.777,0.0,0.8740000000000001,-2.452,0.0817,135.01,0.36
Out The Mud,64,241186,0.0402,0.8540000000000001,0.7090000000000001,0.0,0.0901,-5.214,0.105,129.929,0.4029999999999999
rockstar,27,218320,0.128,0.58,0.531,0.000127,0.143,-6.631,0.0776,159.786,0.141
Let You Down,16,212120,0.316,0.6609999999999999,0.715,0.0,0.178,-5.651,0.119,148.02700000000002,0.411
Fade,71,193747,0.1,0.7559999999999999,0.7659999999999999,0.0,0.313,-5.792999999999999,0.088,105.986,0.288
Wins & Losses,61,189056,0.0948,0.6829999999999999,0.8540000000000001,0.0,0.267,-3.915,0.196,92.006,0.131
I Get The Bag (feat. Migos),12,233087,0.0232,0.89,0.633,0.000343,0.0993,-5.475,0.168,139.94799999999998,0.425
Portland,36,236614,0.0172,0.925,0.4429999999999999,0.0,0.276,-8.216000000000001,0.264,136.078,0.35
MotorSport,15,307660,0.0519,0.901,0.529,0.0,0.179,-4.4430000000000005,0.191,138.003,0.146
Purple Lamborghini (with Rick Ross),74,215510,0.0019,0.457,0.899,0.0,0.831,-2.591,0.132,147.268,0.298
Ghostface Killers,77,268933,0.331,0.782,0.436,1.3e-05,0.342,-7.033,0.155,82.994,0.243
Bank Account,15,220306,0.0151,0.884,0.346,7.04e-06,0.0871,-8.228,0.351,75.016,0.376
PICK IT UP (feat. A$AP Rocky),82,191251,0.0149,0.921,0.467,0.0002379999999999,0.3339999999999999,-8.443,0.119,135.995,0.287
Rap God,80,363521,0.397,0.708,0.843,0.0,0.799,-2.66,0.314,148.14,0.625
"American Dream (feat. J. Cole, Kendrick Lamar)",62,249040,0.0621,0.64,0.85,0.0,0.303,-5.705,0.173,76.98100000000001,0.591
Iced Out (feat. 2 Chainz),68,192000,0.00365,0.934,0.407,0.0,0.11,-8.058,0.345,140.024,0.0793
Another One,46,158380,0.621,0.7390000000000001,0.7979999999999999,0.0,0.0817,-6.931,0.526,82.43299999999999,0.684
Achoo,38,244000,0.1669999999999999,0.659,0.8390000000000001,0.0,0.389,-4.106,0.162,119.935,0.624
Gucci Gang,64,124055,0.247,0.95,0.5329999999999999,0.0,0.114,-7.022,0.148,119.869,0.675
BabyWipe,4,168640,0.0261,0.8859999999999999,0.516,0.0,0.375,-8.377,0.263,148.055,0.583
KEKE,65,151914,0.0363,0.597,0.857,0.0,0.407,-5.759,0.28,187.96400000000003,0.493
Stand Up for Something (feat. Common),45,224306,0.255,0.425,0.759,0.0,0.102,-4.839,0.128,141.173,0.623
Optimistic,42,318760,0.0213,0.7120000000000001,0.924,0.000381,0.309,-4.367,0.0669,104.109,0.8390000000000001
Racism And Injustice,21,260160,0.922,0.65,0.316,0.0,0.7390000000000001,-18.244,0.94,117.198,0.306
Black Gold (special guest: Algebra Blessett),26,314746,0.622,0.416,0.433,7.43e-05,0.351,-9.995,0.104,83.602,0.4629999999999999
Say It Loud - I'm Black And I'm Proud,29,288440,0.176,0.83,0.441,0.00104,0.0482,-11.992,0.171,116.233,0.946
Oprah 75th Golden Globes Cecil B. DeMille Award Acceptance Speech,24,504750,0.847,0.6859999999999999,0.529,0.0,0.933,-8.69,0.894,114.227,0.326
Don't Touch My Hair,63,257546,0.409,0.823,0.411,0.00135,0.649,-7.061,0.0557,90.997,0.397
Visions,54,323266,0.953,0.478,0.2,0.000521,0.104,-16.081,0.037,130.466,0.14
Thank You,19,31373,0.355,0.273,0.846,0.0,0.94,-15.659,0.099,101.644,0.0326
I Have a Dream - The Complete Speech of Martin Luther King Jr.,24,1047933,0.985,0.586,0.1169999999999999,2.84e-05,0.39,-29.11,0.831,133.891,0.2739999999999999
Feeling Good,74,174000,0.8540000000000001,0.318,0.3339999999999999,0.0,0.188,-9.267,0.0487,78.508,0.541
Africa,43,373600,0.608,0.726,0.33,0.127,0.7240000000000001,-9.935,0.211,94.755,0.3779999999999999
Tell Him,56,280760,0.19,0.655,0.647,0.00877,0.0412,-9.465,0.0903,80.077,0.931
Redemption Song,71,233560,0.578,0.684,0.248,0.0,0.0643,-10.505,0.0435,116.002,0.621
"Final Speech - April 3, 1968",20,69853,0.986,0.521,0.741,0.00175,0.833,-12.401,0.6409999999999999,93.02,0.437
1960 What?,22,747222,0.515,0.511,0.505,6.26e-05,0.114,-10.773,0.0421,119.292,0.622
Alright,53,194490,0.0818,0.78,0.784,0.0,0.623,-5.619,0.2,110.054,0.6659999999999999
UMI Says,55,305280,0.305,0.72,0.67,0.0,0.0928,-10.224,0.132,121.342,0.5660000000000001
Negro Sense of Humor,12,157266,0.995,0.653,0.146,0.957,0.109,-22.707,0.445,88.66799999999999,0.331
We The People....,28,172013,0.00362,0.706,0.7490000000000001,1.23e-05,0.122,-5.763999999999999,0.0411,92.602,0.912
Blk/ Wooomen/ chant,16,66093,0.936,0.688,0.127,1.32e-05,0.0943,-18.816,0.8909999999999999,88.50399999999999,0.377
Woman,40,267600,0.5,0.7509999999999999,0.48,0.0,0.298,-5.784,0.22,87.016,0.632
The Fact Is (I Need You),38,277773,0.726,0.474,0.418,0.000285,0.306,-9.082,0.102,67.23,0.565
Soul Sista,50,318666,0.573,0.701,0.322,4.84e-06,0.186,-10.379,0.133,145.84799999999998,0.675
I Have Known Rivers,17,69026,0.763,0.6509999999999999,0.0809,0.0,0.157,-21.8,0.8079999999999999,92.814,0.42
A Change Is Gonna Come,65,191160,0.76,0.212,0.42,0.0,0.307,-9.919,0.0344,169.555,0.493
Strange Fruit,38,192013,0.975,0.29,0.0423,0.000192,0.155,-19.03,0.036,58.017,0.0384
In A Sentimental Mood,7,258226,0.951,0.47,0.244,0.0509,0.109,-13.608,0.0335,108.154,0.264
Shirley Chisholm - 1972,12,35920,0.826,0.777,0.376,0.0,0.0706,-10.928,0.794,112.639,0.349
Black Butterfly,33,265226,0.474,0.455,0.455,0.000301,0.132,-11.899,0.0362,129.467,0.162
Brotha,47,268133,0.5379999999999999,0.8009999999999999,0.434,0.0,0.0729,-9.174,0.376,132.254,0.6609999999999999
U Will Know - Extended Version,39,265640,0.0293,0.718,0.561,0.0,0.44,-11.895,0.0871,96.116,0.644
If I Was President 2016,28,131321,0.246,0.6509999999999999,0.4429999999999999,0.0,0.238,-6.671,0.324,89.52600000000001,0.43
I Can,59,253720,0.103,0.8370000000000001,0.885,0.0,0.0666,-3.914,0.182,95.313,0.6940000000000001
Space Program,0,156480,0.8690000000000001,0.589,0.604,2.46e-06,0.684,-18.562,0.941,111.968,0.1969999999999999
The Space Program,24,340853,0.445,0.611,0.6859999999999999,2.11e-06,0.659,-6.087000000000001,0.3379999999999999,101.657,0.534
Living For The City,27,443000,0.124,0.583,0.503,0.0,0.192,-12.507,0.0701,98.864,0.4539999999999999
Inner City Blues (Make Me Wanna Holler),58,331960,0.7140000000000001,0.633,0.6,0.161,0.078,-9.093,0.0339,94.096,0.687
Wake Up Everybody,0,266373,0.5489999999999999,0.626,0.447,0.0,0.352,-8.151,0.0554,93.908,0.6940000000000001
I Say a Little Prayer,76,216773,0.48,0.59,0.355,0.0,0.0585,-14.050999999999998,0.0352,133.03,0.499
Human Nature,58,246040,0.498,0.628,0.409,0.00595,0.29,-14.348,0.0306,93.005,0.755
Greatest Love Of All,65,291400,0.484,0.502,0.305,3.55e-06,0.1169999999999999,-16.011,0.0339,131.24200000000002,0.248
Open My Heart,47,340040,0.7,0.414,0.402,0.0,0.365,-8.911,0.0427,105.368,0.171
Mercy Mercy Me (The Ecology),58,196506,0.147,0.488,0.768,0.429,0.0806,-8.207,0.042,93.617,0.447
Caravan of Love,51,341973,0.586,0.665,0.502,0.0,0.19,-11.045,0.0258,88.295,0.81
Lloraras,48,228635,0.6459999999999999,0.7440000000000001,0.828,8.4e-05,0.0548,-6.496,0.0491,92.783,0.96
Dale Vieja Dale,58,216502,0.527,0.648,0.951,0.0,0.0707,-1.565,0.233,165.364,0.966
Nereyda,54,295760,0.447,0.723,0.362,0.00186,0.303,-13.523,0.0499,76.595,0.931
Dejalo Ahi,45,250520,0.292,0.828,0.89,4.67e-05,0.196,-6.093999999999999,0.2239999999999999,173.954,0.8420000000000001
Donde Estan Esos Amigos,29,270480,0.0756,0.8390000000000001,0.643,0.000143,0.305,-5.252000000000001,0.0336,129.10399999999998,0.735
"Vagabundo, Borracho y Loco",50,269490,0.732,0.7390000000000001,0.473,9.71e-05,0.0363,-7.872999999999999,0.0512,148.28,0.964
Me Voy - Bachata,52,242320,0.563,0.9,0.7340000000000001,0.0,0.214,-4.456,0.0378,131.989,0.883
La Dueña del Swing,65,259013,0.505,0.746,0.915,4.02e-05,0.161,-6.626,0.0675,154.985,0.812
Medicina De Amor,47,360066,0.316,0.652,0.563,0.0,0.0453,-3.799,0.0435,144.6,0.91
En Barranquilla Me Quedo,63,312480,0.172,0.642,0.7,0.0002319999999999,0.0895,-9.213,0.0552,103.899,0.784
Guallando,54,206853,0.0495,0.677,0.884,0.0,0.436,-8.725,0.0721,149.912,0.93
Nadie Como Ella,48,296026,0.674,0.621,0.7709999999999999,0.0,0.114,-6.127999999999999,0.0379,93.254,0.8859999999999999
Kiliki Taka Ti,47,400266,0.505,0.6,0.872,0.00145,0.168,-4.166,0.141,147.708,0.823
Tu Eres Ajena,2,241666,0.2269999999999999,0.918,0.61,0.000133,0.0839,-6.55,0.0551,130.203,0.943
Veneno,35,246333,0.573,0.6629999999999999,0.317,0.0321,0.1169999999999999,-12.597,0.0645,134.02,0.857
Por Mi Timidez,0,281600,0.372,0.754,0.495,4.91e-05,0.0882,-4.982,0.0457,136.21200000000002,0.741
Hoja En Blanco,66,307200,0.225,0.932,0.772,3.24e-06,0.176,-3.599,0.0369,135.063,0.863
El Baile Del Perrito,44,491200,0.106,0.5770000000000001,0.73,0.000771,0.06,-12.601,0.0571,171.753,0.8390000000000001
Desnúdate Mujer,55,289906,0.113,0.727,0.7070000000000001,0.00211,0.111,-7.439,0.044,99.81,0.917
Abusadora,57,280640,0.0648,0.639,0.88,0.00106,0.0368,-4.957,0.2239999999999999,84.652,0.552
Corazon Culpable,50,361093,0.34,0.7170000000000001,0.5,2.04e-06,0.0241,-9.848,0.0506,80.869,0.87
Obsesion,74,254720,0.419,0.8029999999999999,0.56,0.0,0.0608,-6.912000000000001,0.0398,133.679,0.77
El Cafe,42,226077,0.361,0.7,0.909,4.03e-05,0.0621,-2.742,0.0798,141.106,0.966
Merengue Electronico,48,235373,0.0582,0.7240000000000001,0.8,0.000717,0.198,-5.676,0.0368,126.994,0.755
El Cantante,58,622520,0.422,0.489,0.679,6.92e-06,0.13,-4.899,0.0326,95.813,0.6579999999999999
El Gran Varon,61,414706,0.581,0.645,0.665,0.0,0.0391,-5.519,0.0384,94.115,0.369
Dos Locos,61,246746,0.0878,0.918,0.664,0.00026,0.0729,-4.767,0.0502,129.998,0.8270000000000001
El Cepillo,53,206493,0.0721,0.728,0.938,0.000173,0.0318,-7.843999999999999,0.077,150.004,0.938
La Historia De Un Gran Amor,45,270093,0.11,0.785,0.845,5.78e-05,0.0426,-5.559,0.0597,149.707,0.877
Voy Pa'lla,33,223453,0.0318,0.8240000000000001,0.602,0.0,0.08,-4.438,0.0507,135.41299999999998,0.809
Un verano en Nueva York,57,298515,0.6729999999999999,0.557,0.65,0.122,0.286,-8.897,0.0424,106.1,0.965
Dile Que Vuelva,40,336226,0.0888,0.5720000000000001,0.937,0.0544,0.145,-6.64,0.182,171.476,0.856
Que Ironía (Versión Bachata),36,257546,0.544,0.89,0.595,6.35e-05,0.128,-6.056,0.0365,133.033,0.949
Tu Eres Ajena,57,293106,0.267,0.7509999999999999,0.7879999999999999,0.0,0.1889999999999999,-6.011,0.0436,133.29399999999998,0.939
Alegria,44,322066,0.71,0.563,0.89,0.000385,0.288,-7.349,0.0539,86.436,0.895
La Chiflera,39,438480,0.138,0.457,0.828,1.42e-05,0.145,-2.607,0.316,175.345,0.7829999999999999
No Te Puedo Perdonar,26,265849,0.0607,0.912,0.466,1.13e-05,0.262,-9.03,0.0772,139.91899999999998,0.924
Es Mentiroso,50,242973,0.3989999999999999,0.847,0.8140000000000001,1.23e-05,0.0661,-4.431,0.0537,144.28,0.895
Pégame Tu Vicio,53,301133,0.0858,0.701,0.847,2.6e-05,0.0816,-7.892,0.0417,137.375,0.8170000000000001
Porque Te Fuiste Dulce Amor,40,357000,0.408,0.581,0.741,0.0128,0.22,-9.233,0.204,166.03799999999998,0.903
Mi Forma de Ser,46,285441,0.165,0.5770000000000001,0.76,2.54e-05,0.155,-7.196000000000001,0.0914,146.55200000000002,0.8270000000000001
Bellas,47,243500,0.118,0.894,0.7659999999999999,9.8e-06,0.272,-4.441,0.0505,129.997,0.936
Como Lo Niego,44,224160,0.644,0.884,0.7070000000000001,6.47e-06,0.0821,-2.875,0.0383,134.99200000000002,0.946
Fecha de Vencimiento,47,212584,0.593,0.8270000000000001,0.865,0.000312,0.1369999999999999,-3.714,0.0284,134.015,0.885
El Intruso,58,172440,0.65,0.8190000000000001,0.6409999999999999,6.24e-05,0.1369999999999999,-5.082,0.0341,129.931,0.804
Chucuchá,43,206959,0.3229999999999999,0.775,0.868,0.00539,0.107,-5.665,0.04,141.991,0.975
Corazón Con Candado,37,262653,0.55,0.7879999999999999,0.91,2.27e-05,0.25,-2.632,0.0274,130.069,0.894
Te Estaré Esperando,25,262608,0.263,0.831,0.902,0.0,0.235,-3.135,0.0493,112.021,0.97
El Bolon,27,146485,0.39,0.509,0.768,0.0,0.12,-2.323,0.16,149.515,0.879
El Farolito,50,223653,0.514,0.447,0.932,3.14e-05,0.0536,-4.7,0.125,166.484,0.846
Sweet Soul Music,60,141066,0.104,0.59,0.659,6.56e-06,0.356,-9.669,0.0697,80.20100000000001,0.965
Ain't Too Proud To Beg,22,156173,0.5489999999999999,0.763,0.6559999999999999,0.0,0.125,-6.86,0.0417,118.394,0.926
Land Of 1000 Dances,62,146973,0.0128,0.618,0.588,0.0266,0.351,-11.624,0.0735,86.90299999999999,0.768
Papa's Got A Brand New Bag,57,125706,0.493,0.746,0.7020000000000001,0.0398,0.0964,-8.099,0.0766,129.434,0.889
This Old Heart Of Mine (Is Weak For You) - Single Version,55,175893,0.377,0.601,0.636,0.0,0.148,-7.447,0.0322,130.594,0.8640000000000001
Rescue Me,18,172640,0.6659999999999999,0.677,0.546,1.47e-05,0.113,-9.7,0.0321,122.732,0.956
Cool Jerk,45,166746,0.3389999999999999,0.7040000000000001,0.574,0.0,0.0705,-14.524,0.0611,83.955,0.763
This Will Be (An Everlasting Love) - 2003 Digital Remaster,65,171360,0.185,0.682,0.605,0.00326,0.0469,-10.771,0.0403,125.96,0.914
Chain Gang,58,160000,0.636,0.698,0.6609999999999999,0.0,0.228,-9.674,0.0416,131.808,0.8240000000000001
I Just Want To Make Love To You,15,188093,0.877,0.584,0.525,2.65e-06,0.0967,-11.923,0.0686,102.174,0.657
Wade In The Water,43,176933,0.255,0.643,0.42,0.0,0.143,-12.93,0.0302,123.712,0.8809999999999999
Machine Gun,10,159466,0.00935,0.7390000000000001,0.971,0.7829999999999999,0.288,-6.443,0.0345,113.111,0.767
Soul Man,63,159000,0.263,0.79,0.41,0.00314,0.174,-13.241,0.0343,112.345,0.815
Ain't No Mountain High Enough,41,151666,0.482,0.669,0.616,0.0,0.179,-10.776,0.033,130.037,0.818
Best of My Love,66,220560,0.447,0.784,0.713,0.14,0.0904,-6.865,0.0339,115.443,0.97
The Love I Lost,49,381093,0.198,0.659,0.6970000000000001,0.0,0.0724,-11.970999999999998,0.0536,123.722,0.7440000000000001
(Love Is Like A) Heat Wave - Single Version,13,165666,0.478,0.513,0.847,0.0272,0.3429999999999999,-2.922,0.0535,82.96700000000001,0.8170000000000001
(Your Love Keeps Lifting Me) Higher & Higher,73,181066,0.176,0.631,0.69,0.0,0.121,-6.676,0.0531,94.574,0.938
The Rubberband Man - Remastered Version,49,214880,0.477,0.789,0.7090000000000001,5.95e-05,0.0434,-7.345,0.0471,97.198,0.952
Hard To Handle,62,141000,0.573,0.6659999999999999,0.55,1.84e-06,0.122,-8.672,0.0612,95.552,0.961
I Second That Emotion,39,162293,0.213,0.703,0.73,0.0,0.0364,-5.725,0.0322,96.947,0.897
Twenty Five Miles,50,196333,0.135,0.8059999999999999,0.731,0.0,0.115,-13.755,0.142,126.555,0.965
Come See About Me - Stereo Version,26,162306,0.675,0.7290000000000001,0.637,0.0,0.217,-7.732,0.039,126.489,0.856
"It's a Disco Night (Rock Don't Stop), Pts. 1 & 2",45,315880,0.366,0.8029999999999999,0.909,0.0090099999999999,0.0831,-6.039,0.0489,133.179,0.972
Love Train,67,178400,0.186,0.7440000000000001,0.568,1.18e-05,0.163,-9.629,0.0494,122.657,0.687
Move On Up,56,165789,0.417,0.5379999999999999,0.969,0.00154,0.119,-5.626,0.0906,138.65200000000002,0.928
Chain Of Fools,49,163039,0.0203,0.701,0.672,5.400000000000001e-06,0.518,-6.551,0.032,116.969,0.8959999999999999
Who's Making Love,4,166066,0.2289999999999999,0.782,0.349,0.0,0.203,-13.316,0.0642,115.308,0.72
Do I Love You (Indeed I Do),55,148306,0.242,0.581,0.961,0.000432,0.0891,-8.109,0.0593,133.981,0.823
Needle In A Haystack,58,149866,0.568,0.696,0.759,1.93e-06,0.13,-3.514,0.0289,77.505,0.696
I Got You (I Feel Good),20,167346,0.44,0.573,0.5920000000000001,4.17e-06,0.0956,-6.724,0.13,144.408,0.7070000000000001
Twistin' the Night Away,1,162173,0.643,0.397,0.911,0.0,0.284,-3.664,0.055,160.347,0.867
Money (That's What I Want),58,158493,0.349,0.6559999999999999,0.813,0.0,0.114,-7.324,0.033,132.313,0.96
Work to Do,35,194600,0.5529999999999999,0.562,0.88,3.45e-05,0.115,-5.645,0.12,181.824,0.939
Crystal Closet Queen,35,179866,0.355,0.626,0.882,0.000537,0.8340000000000001,-8.818999999999999,0.0307,130.06,0.977
Soul Connection,56,149293,0.104,0.654,0.627,3.18e-05,0.143,-6.1370000000000005,0.0298,109.057,0.8170000000000001
The Way You Do The Things You Do,17,161040,0.307,0.599,0.55,1.64e-05,0.15,-9.777,0.0304,123.54,0.7859999999999999
Can't Stop Now (Love Is Calling),32,160586,0.0103,0.545,0.706,0.00031,0.36,-6.365,0.0279999999999999,87.369,0.885
The Love You Save,37,179306,0.362,0.76,0.745,0.0,0.156,-8.509,0.0434,113.729,0.921
A Fool In Love,43,160626,0.588,0.615,0.479,0.000277,0.272,-8.429,0.0644,127.04,0.7879999999999999
"My Man, a Sweet Man",37,154573,0.147,0.5760000000000001,0.716,6.65e-06,0.131,-7.377000000000001,0.0465,135.034,0.8809999999999999
Shake - Remastered Stereo,58,161480,0.2,0.583,0.471,0.0037,0.0871,-9.712,0.0692,163.364,0.7959999999999999
Sugar Dumplin',35,145946,0.1169999999999999,0.626,0.877,0.0,0.247,-4.581,0.033,125.18,0.963
You Little Trustmaker,34,168040,0.142,0.753,0.87,0.0,0.1009999999999999,-10.007,0.0528,127.23,0.925
Uptight (Everything's Alright),62,172013,0.0301,0.61,0.65,0.0,0.4039999999999999,-9.91,0.0337,133.409,0.823
Doctor My Eyes,37,191826,0.214,0.429,0.867,0.0569,0.32,-6.687,0.0332,76.70100000000001,0.8320000000000001
Tally Ho!,1,282333,0.19,0.6859999999999999,0.861,0.86,0.0603,-5.999,0.0287,132.059,0.961
The Way You Do The Things You Do,2,161466,0.0858,0.675,0.863,1.06e-05,0.13,-6.7620000000000005,0.0616,138.115,0.88
All Night Dancin',36,370106,0.00352,0.669,0.878,0.0158,0.192,-7.689,0.046,156.369,0.933
Watch Dog,30,128173,0.588,0.514,0.8909999999999999,0.000307,0.6970000000000001,-5.414,0.0861,152.482,0.838
"I Can't Help Myself (Sugar Pie, Honey Bunch)",32,160280,0.245,0.667,0.599,0.0,0.107,-8.894,0.0291,127.935,0.971
Sabor a Mí,60,168400,0.809,0.6509999999999999,0.376,1.72e-06,0.13,-11.32,0.0435,97.011,0.593
Sin Ti,50,143853,0.835,0.802,0.523,1.26e-06,0.0817,-6.479,0.0383,105.071,0.631
Besame Mucho,7,181960,0.701,0.7070000000000001,0.408,0.0,0.105,-12.776,0.0366,126.399,0.843
El Reloj,4,157186,0.8540000000000001,0.821,0.348,0.0,0.0854,-8.897,0.0433,112.053,0.7140000000000001
Gema,2,154080,0.757,0.6709999999999999,0.38,0.0,0.102,-10.267,0.0293,97.757,0.7440000000000001
La Copa Rota,49,157760,0.731,0.66,0.515,0.0,0.1119999999999999,-7.136,0.08,105.894,0.639
Historia de un Amor,46,168866,0.7170000000000001,0.612,0.233,0.000459,0.123,-12.989,0.1119999999999999,119.105,0.7490000000000001
Rondando Tu Esquina,51,158333,0.868,0.877,0.29,0.0,0.267,-18.313,0.0532,109.316,0.81
Que Nadie Sepa Mi Sufrir,47,190400,0.7559999999999999,0.648,0.346,8.599999999999999e-06,0.14,-11.387,0.0975,155.868,0.76
Piel Canela,48,153520,0.589,0.8540000000000001,0.456,0.0,0.252,-9.579,0.0409999999999999,119.289,0.906
Perfidia,53,140706,0.7070000000000001,0.504,0.286,2.55e-06,0.1119999999999999,-14.197,0.0466,97.916,0.593
Cien años,5,202640,0.802,0.612,0.183,3.38e-06,0.1119999999999999,-13.277,0.0329,106.412,0.524
Quizas Quizas Quizas,51,172533,0.385,0.812,0.256,0.0,0.0729,-15.114,0.0515,118.36,0.911
En Mi Viejo San Juan,43,188773,0.688,0.674,0.3939999999999999,8.28e-05,0.293,-11.036,0.0402,96.293,0.748
El Loco,46,172133,0.768,0.496,0.4479999999999999,0.000291,0.13,-8.156,0.0313,115.284,0.519
Payaso,2,196226,0.764,0.765,0.498,1.39e-05,0.139,-7.292999999999999,0.0279999999999999,92.024,0.51
La Barca,48,197032,0.908,0.6659999999999999,0.492,0.000104,0.142,-5.341,0.0333,94.504,0.8290000000000001
Te Odio y Te Quiero,48,185346,0.8370000000000001,0.835,0.304,0.00156,0.13,-12.474,0.0445,111.581,0.843
Lagrimas Negras,48,227906,0.527,0.544,0.583,1.3e-05,0.088,-7.707000000000001,0.0613,90.885,0.617
Cerca del Mar,0,180013,0.95,0.531,0.296,0.00294,0.114,-13.464,0.033,92.335,0.677
Inolvidable,1,193200,0.8190000000000001,0.357,0.43,0.000538,0.206,-7.817,0.0312,82.42200000000001,0.354
Toda Una Vida,41,155773,0.916,0.547,0.0421,0.0,0.177,-15.71,0.0518,87.105,0.301
Sombras nada mas,41,160720,0.425,0.598,0.492,0.0,0.327,-8.027000000000001,0.0339,113.514,0.846
Estoy Perdido,48,197306,0.7909999999999999,0.627,0.188,0.0,0.325,-11.898,0.0383,96.992,0.44
No Me Platiques Mas,1,192967,0.695,0.245,0.355,0.0,0.125,-13.039,0.0427,85.56,0.3979999999999999
"Novia Mia, Novia Mia",45,163805,0.4429999999999999,0.602,0.653,0.0,0.325,-5.28,0.0383,107.23,0.7340000000000001
Jacaranda,41,176889,0.605,0.741,0.321,3.52e-06,0.1169999999999999,-8.134,0.032,91.0,0.495
La Última Noche,33,151320,0.969,0.555,0.332,0.031,0.161,-9.979,0.0339,128.417,0.655
María Bonita,15,201413,0.8290000000000001,0.322,0.326,1.09e-06,0.198,-12.433,0.0521,188.734,0.49
